Num. clusters,Dissimilarity,Cluster,Instance
12,0,03393695751825968,10,5
12,0,03393695751825968,10,6
12,0,03393695751825968,10,7
12,0,03393695751825968,10,8
12,0,03393695751825968,10,15
12,0,03393695751825968,10,16
12,0,03393695751825968,10,17
12,0,03393695751825968,10,18
12,0,03393695751825968,10,19
12,0,03393695751825968,10,26
12,0,03393695751825968,10,27
12,0,03393695751825968,10,28
12,0,03393695751825968,10,31
12,0,03393695751825968,10,32
12,0,03393695751825968,10,33
12,0,03393695751825968,10,37
12,0,03393695751825968,10,39
12,0,03393695751825968,10,41
12,0,03393695751825968,10,44
12,0,03393695751825968,10,45
12,0,03393695751825968,10,46
12,0,03393695751825968,10,53
12,0,03393695751825968,10,54
12,0,03393695751825968,10,55
12,0,03393695751825968,10,56
12,0,03393695751825968,10,57
12,0,03393695751825968,10,59
12,0,03393695751825968,10,60
12,0,03393695751825968,10,61
12,0,03393695751825968,10,63
12,0,03393695751825968,10,64
12,0,03393695751825968,10,65
12,0,03393695751825968,11,9
12,0,03393695751825968,11,10
12,0,03393695751825968,11,11
12,0,03393695751825968,11,12
12,0,03393695751825968,11,13
12,0,03393695751825968,11,14
12,0,03393695751825968,11,20
12,0,03393695751825968,11,21
12,0,03393695751825968,11,22
12,0,03393695751825968,11,23
12,0,03393695751825968,11,24
12,0,03393695751825968,11,25
13,0,023028661807378132,0,58
13,0,023028661807378132,0,62
13,0,023028661807378132,1,51
13,0,023028661807378132,1,52
13,0,023028661807378132,2,29
13,0,023028661807378132,2,30
13,0,023028661807378132,3,42
13,0,023028661807378132,3,43
13,0,023028661807378132,4,38
13,0,023028661807378132,4,40
13,0,023028661807378132,5,67
13,0,023028661807378132,5,69
13,0,023028661807378132,5,71
13,0,023028661807378132,6,12
13,0,023028661807378132,6,13
13,0,023028661807378132,6,14
13,0,023028661807378132,7,34
13,0,023028661807378132,7,35
13,0,023028661807378132,7,36
13,0,023028661807378132,8,66
13,0,023028661807378132,8,68
13,0,023028661807378132,8,70
13,0,023028661807378132,8,74
13,0,023028661807378132,8,76
13,0,023028661807378132,8,80
13,0,023028661807378132,9,72
13,0,023028661807378132,9,73
13,0,023028661807378132,9,75
13,0,023028661807378132,9,77
13,0,023028661807378132,9,78
13,0,023028661807378132,9,79
13,0,023028661807378132,10,47
13,0,023028661807378132,10,48
13,0,023028661807378132,10,49
13,0,023028661807378132,10,50
13,0,023028661807378132,11,9
13,0,023028661807378132,11,10
13,0,023028661807378132,11,11
13,0,023028661807378132,11,20
13,0,023028661807378132,11,21
13,0,023028661807378132,11,22
13,0,023028661807378132,11,23
13,0,023028661807378132,11,24
13,0,023028661807378132,11,25
13,0,023028661807378132,12,0
13,0,023028661807378132,12,1
13,0,023028661807378132,12,2
13,0,023028661807378132,12,3
13,0,023028661807378132,12,4
13,0,023028661807378132,12,5
13,0,023028661807378132,12,6
13,0,023028661807378132,12,7
13,0,023028661807378132,12,8
13,0,023028661807378132,12,15
13,0,023028661807378132,12,16
13,0,023028661807378132,12,17
13,0,023028661807378132,12,18
13,0,023028661807378132,12,19
13,0,023028661807378132,12,26
13,0,023028661807378132,12,27
13,0,023028661807378132,12,28
13,0,023028661807378132,12,31
13,0,023028661807378132,12,32
13,0,023028661807378132,12,33
13,0,023028661807378132,12,37
13,0,023028661807378132,12,39
13,0,023028661807378132,12,41
13,0,023028661807378132,12,44
13,0,023028661807378132,12,45
13,0,023028661807378132,12,46
13,0,023028661807378132,12,53
13,0,023028661807378132,12,54
13,0,023028661807378132,12,55
13,0,023028661807378132,12,56
13,0,023028661807378132,12,57
13,0,023028661807378132,12,59
13,0,023028661807378132,12,60
13,0,023028661807378132,12,61
13,0,023028661807378132,12,63
13,0,023028661807378132,12,64
13,0,023028661807378132,12,65
14,0,018907740712165833,0,54
14,0,018907740712165833,1,58
14,0,018907740712165833,1,62
14,0,018907740712165833,2,51
14,0,018907740712165833,2,52
14,0,018907740712165833,3,29
14,0,018907740712165833,3,30
14,0,018907740712165833,4,42
14,0,018907740712165833,4,43
14,0,018907740712165833,5,38
14,0,018907740712165833,5,40
14,0,018907740712165833,6,67
14,0,018907740712165833,6,69
14,0,018907740712165833,6,71
14,0,018907740712165833,7,12
14,0,018907740712165833,7,13
14,0,018907740712165833,7,14
14,0,018907740712165833,8,34
14,0,018907740712165833,8,35
14,0,018907740712165833,8,36
14,0,018907740712165833,9,66
14,0,018907740712165833,9,68
14,0,018907740712165833,9,70
14,0,018907740712165833,9,74
14,0,018907740712165833,9,76
14,0,018907740712165833,9,80
14,0,018907740712165833,10,0
14,0,018907740712165833,10,1
14,0,018907740712165833,10,2
14,0,018907740712165833,10,3
14,0,018907740712165833,10,4
14,0,018907740712165833,10,5
14,0,018907740712165833,10,6
14,0,018907740712165833,10,7
14,0,018907740712165833,10,8
14,0,018907740712165833,10,15
14,0,018907740712165833,10,16
14,0,018907740712165833,10,17
14,0,018907740712165833,10,18
14,0,018907740712165833,10,19
14,0,018907740712165833,10,26
14,0,018907740712165833,10,27
14,0,018907740712165833,10,28
14,0,018907740712165833,10,31
14,0,018907740712165833,10,32
14,0,018907740712165833,10,33
14,0,018907740712165833,10,37
14,0,018907740712165833,10,39
14,0,018907740712165833,10,41
14,0,018907740712165833,10,44
14,0,018907740712165833,10,45
14,0,018907740712165833,10,46
14,0,018907740712165833,10,53
14,0,018907740712165833,10,55
14,0,018907740712165833,10,56
14,0,018907740712165833,10,57
14,0,018907740712165833,10,59
14,0,018907740712165833,10,60
14,0,018907740712165833,10,61
14,0,018907740712165833,10,63
14,0,018907740712165833,10,64
14,0,018907740712165833,10,65
14,0,018907740712165833,11,72
14,0,018907740712165833,11,73
14,0,018907740712165833,11,75
14,0,018907740712165833,11,77
14,0,018907740712165833,11,78
14,0,018907740712165833,11,79
14,0,018907740712165833,12,47
14,0,018907740712165833,12,48
14,0,018907740712165833,12,49
14,0,018907740712165833,12,50
14,0,018907740712165833,13,9
14,0,018907740712165833,13,10
14,0,018907740712165833,13,11
14,0,018907740712165833,13,20
14,0,018907740712165833,13,21
14,0,018907740712165833,13,22
14,0,018907740712165833,13,23
14,0,018907740712165833,13,24
14,0,018907740712165833,13,25
15,0,017453432083129883,0,54
15,0,017453432083129883,1,58
15,0,017453432083129883,1,62
15,0,017453432083129883,2,51
15,0,017453432083129883,2,52
15,0,017453432083129883,3,20
15,0,017453432083129883,3,21
15,0,017453432083129883,3,22
15,0,017453432083129883,4,29
15,0,017453432083129883,4,30
15,0,017453432083129883,5,42
15,0,017453432083129883,5,43
15,0,017453432083129883,6,38
15,0,017453432083129883,6,40
15,0,017453432083129883,7,9
15,0,017453432083129883,7,10
15,0,017453432083129883,7,11
15,0,017453432083129883,7,23
15,0,017453432083129883,7,24
15,0,017453432083129883,7,25
15,0,017453432083129883,8,67
15,0,017453432083129883,8,69
15,0,017453432083129883,8,71
15,0,017453432083129883,9,12
15,0,017453432083129883,9,13
15,0,017453432083129883,9,14
15,0,017453432083129883,10,34
15,0,017453432083129883,10,35
15,0,017453432083129883,10,36
15,0,017453432083129883,11,66
15,0,017453432083129883,11,68
15,0,017453432083129883,11,70
15,0,017453432083129883,11,74
15,0,017453432083129883,11,76
15,0,017453432083129883,11,80
15,0,017453432083129883,12,0
15,0,017453432083129883,12,1
15,0,017453432083129883,12,2
15,0,017453432083129883,12,3
15,0,017453432083129883,12,4
15,0,017453432083129883,12,5
15,0,017453432083129883,12,6
15,0,017453432083129883,12,7
15,0,017453432083129883,12,8
15,0,017453432083129883,12,15
15,0,017453432083129883,12,16
15,0,017453432083129883,12,17
15,0,017453432083129883,12,18
15,0,017453432083129883,12,19
15,0,017453432083129883,12,26
15,0,017453432083129883,12,27
15,0,017453432083129883,12,28
15,0,017453432083129883,12,31
15,0,017453432083129883,12,32
15,0,017453432083129883,12,33
15,0,017453432083129883,12,37
15,0,017453432083129883,12,39
15,0,017453432083129883,12,41
15,0,017453432083129883,12,44
15,0,017453432083129883,12,45
15,0,017453432083129883,12,46
15,0,017453432083129883,12,53
15,0,017453432083129883,12,55
15,0,017453432083129883,12,56
15,0,017453432083129883,12,57
15,0,017453432083129883,12,59
15,0,017453432083129883,12,60
15,0,017453432083129883,12,61
15,0,017453432083129883,12,63
15,0,017453432083129883,12,64
15,0,017453432083129883,12,65
15,0,017453432083129883,13,72
15,0,017453432083129883,13,73
15,0,017453432083129883,13,75
15,0,017453432083129883,13,77
15,0,017453432083129883,13,78
15,0,017453432083129883,13,79
15,0,017453432083129883,14,47
15,0,017453432083129883,14,48
15,0,017453432083129883,14,49
15,0,017453432083129883,14,50
16,0,01745319366455078,0,50
16,0,01745319366455078,1,54
16,0,01745319366455078,2,58
16,0,01745319366455078,2,62
16,0,01745319366455078,3,51
16,0,01745319366455078,3,52
16,0,01745319366455078,4,20
16,0,01745319366455078,4,21
16,0,01745319366455078,4,22
16,0,01745319366455078,5,29
16,0,01745319366455078,5,30
16,0,01745319366455078,6,42
16,0,01745319366455078,6,43
16,0,01745319366455078,7,38
16,0,01745319366455078,7,40
16,0,01745319366455078,8,9
16,0,01745319366455078,8,10
16,0,01745319366455078,8,11
16,0,01745319366455078,8,23
16,0,01745319366455078,8,24
16,0,01745319366455078,8,25
16,0,01745319366455078,9,47
16,0,01745319366455078,9,48
16,0,01745319366455078,9,49
16,0,01745319366455078,10,67
16,0,01745319366455078,10,69
16,0,01745319366455078,10,71
16,0,01745319366455078,11,12
16,0,01745319366455078,11,13
16,0,01745319366455078,11,14
16,0,01745319366455078,12,34
16,0,01745319366455078,12,35
16,0,01745319366455078,12,36
16,0,01745319366455078,13,66
16,0,01745319366455078,13,68
16,0,01745319366455078,13,70
16,0,01745319366455078,13,74
16,0,01745319366455078,13,76
16,0,01745319366455078,13,80
16,0,01745319366455078,14,0
16,0,01745319366455078,14,1
16,0,01745319366455078,14,2
16,0,01745319366455078,14,3
16,0,01745319366455078,14,4
16,0,01745319366455078,14,5
16,0,01745319366455078,14,6
16,0,01745319366455078,14,7
16,0,01745319366455078,14,8
16,0,01745319366455078,14,15
16,0,01745319366455078,14,16
16,0,01745319366455078,14,17
16,0,01745319366455078,14,18
16,0,01745319366455078,14,19
16,0,01745319366455078,14,26
16,0,01745319366455078,14,27
16,0,01745319366455078,14,28
16,0,01745319366455078,14,31
16,0,01745319366455078,14,32
16,0,01745319366455078,14,33
16,0,01745319366455078,14,37
16,0,01745319366455078,14,39
16,0,01745319366455078,14,41
16,0,01745319366455078,14,44
16,0,01745319366455078,14,45
16,0,01745319366455078,14,46
16,0,01745319366455078,14,53
16,0,01745319366455078,14,55
16,0,01745319366455078,14,56
16,0,01745319366455078,14,57
16,0,01745319366455078,14,59
16,0,01745319366455078,14,60
16,0,01745319366455078,14,61
16,0,01745319366455078,14,63
16,0,01745319366455078,14,64
16,0,01745319366455078,14,65
16,0,01745319366455078,15,72
16,0,01745319366455078,15,73
16,0,01745319366455078,15,75
16,0,01745319366455078,15,77
16,0,01745319366455078,15,78
16,0,01745319366455078,15,79
17,0,014544367790222168,0,50
17,0,014544367790222168,1,54
17,0,014544367790222168,2,72
17,0,014544367790222168,2,73
17,0,014544367790222168,2,75
17,0,014544367790222168,3,77
17,0,014544367790222168,3,78
17,0,014544367790222168,3,79
17,0,014544367790222168,4,58
17,0,014544367790222168,4,62
17,0,014544367790222168,5,51
17,0,014544367790222168,5,52
17,0,014544367790222168,6,20
17,0,014544367790222168,6,21
17,0,014544367790222168,6,22
17,0,014544367790222168,7,29
17,0,014544367790222168,7,30
17,0,014544367790222168,8,42
17,0,014544367790222168,8,43
17,0,014544367790222168,9,38
17,0,014544367790222168,9,40
17,0,014544367790222168,10,9
17,0,014544367790222168,10,10
17,0,014544367790222168,10,11
17,0,014544367790222168,10,23
17,0,014544367790222168,10,24
17,0,014544367790222168,10,25
17,0,014544367790222168,11,47
17,0,014544367790222168,11,48
17,0,014544367790222168,11,49
17,0,014544367790222168,12,67
17,0,014544367790222168,12,69
17,0,014544367790222168,12,71
17,0,014544367790222168,13,12
17,0,014544367790222168,13,13
17,0,014544367790222168,13,14
17,0,014544367790222168,14,34
17,0,014544367790222168,14,35
17,0,014544367790222168,14,36
17,0,014544367790222168,15,66
17,0,014544367790222168,15,68
17,0,014544367790222168,15,70
17,0,014544367790222168,15,74
17,0,014544367790222168,15,76
17,0,014544367790222168,15,80
17,0,014544367790222168,16,0
17,0,014544367790222168,16,1
17,0,014544367790222168,16,2
17,0,014544367790222168,16,3
17,0,014544367790222168,16,4
17,0,014544367790222168,16,5
17,0,014544367790222168,16,6
17,0,014544367790222168,16,7
17,0,014544367790222168,16,8
17,0,014544367790222168,16,15
17,0,014544367790222168,16,16
17,0,014544367790222168,16,17
17,0,014544367790222168,16,18
17,0,014544367790222168,16,19
17,0,014544367790222168,16,26
17,0,014544367790222168,16,27
17,0,014544367790222168,16,28
17,0,014544367790222168,16,31
17,0,014544367790222168,16,32
17,0,014544367790222168,16,33
17,0,014544367790222168,16,37
17,0,014544367790222168,16,39
17,0,014544367790222168,16,41
17,0,014544367790222168,16,44
17,0,014544367790222168,16,45
17,0,014544367790222168,16,46
17,0,014544367790222168,16,53
17,0,014544367790222168,16,55
17,0,014544367790222168,16,56
17,0,014544367790222168,16,57
17,0,014544367790222168,16,59
17,0,014544367790222168,16,60
17,0,014544367790222168,16,61
17,0,014544367790222168,16,63
17,0,014544367790222168,16,64
17,0,014544367790222168,16,65
18,0,014544328053792318,0,50
18,0,014544328053792318,1,54
18,0,014544328053792318,2,5
18,0,014544328053792318,2,6
18,0,014544328053792318,2,15
18,0,014544328053792318,2,16
18,0,014544328053792318,2,26
18,0,014544328053792318,2,31
18,0,014544328053792318,2,32
18,0,014544328053792318,2,37
18,0,014544328053792318,2,44
18,0,014544328053792318,2,45
18,0,014544328053792318,2,53
18,0,014544328053792318,2,55
18,0,014544328053792318,2,56
18,0,014544328053792318,2,57
18,0,014544328053792318,2,59
18,0,014544328053792318,3,72
18,0,014544328053792318,3,73
18,0,014544328053792318,3,75
18,0,014544328053792318,4,77
18,0,014544328053792318,4,78
18,0,014544328053792318,4,79
18,0,014544328053792318,5,58
18,0,014544328053792318,5,62
18,0,014544328053792318,6,51
18,0,014544328053792318,6,52
18,0,014544328053792318,7,20
18,0,014544328053792318,7,21
18,0,014544328053792318,7,22
18,0,014544328053792318,8,29
18,0,014544328053792318,8,30
18,0,014544328053792318,9,42
18,0,014544328053792318,9,43
18,0,014544328053792318,10,38
18,0,014544328053792318,10,40
18,0,014544328053792318,11,0
18,0,014544328053792318,11,1
18,0,014544328053792318,11,2
18,0,014544328053792318,11,3
18,0,014544328053792318,11,4
18,0,014544328053792318,11,7
18,0,014544328053792318,11,8
18,0,014544328053792318,11,17
18,0,014544328053792318,11,18
18,0,014544328053792318,11,19
18,0,014544328053792318,11,27
18,0,014544328053792318,11,28
18,0,014544328053792318,11,33
18,0,014544328053792318,11,39
18,0,014544328053792318,11,41
18,0,014544328053792318,11,46
18,0,014544328053792318,11,60
18,0,014544328053792318,11,61
18,0,014544328053792318,11,63
18,0,014544328053792318,11,64
18,0,014544328053792318,11,65
18,0,014544328053792318,12,9
18,0,014544328053792318,12,10
18,0,014544328053792318,12,11
18,0,014544328053792318,12,23
18,0,014544328053792318,12,24
18,0,014544328053792318,12,25
18,0,014544328053792318,13,47
18,0,014544328053792318,13,48
18,0,014544328053792318,13,49
18,0,014544328053792318,14,67
18,0,014544328053792318,14,69
18,0,014544328053792318,14,71
18,0,014544328053792318,15,12
18,0,014544328053792318,15,13
18,0,014544328053792318,15,14
18,0,014544328053792318,16,34
18,0,014544328053792318,16,35
18,0,014544328053792318,16,36
18,0,014544328053792318,17,66
18,0,014544328053792318,17,68
18,0,014544328053792318,17,70
18,0,014544328053792318,17,74
18,0,014544328053792318,17,76
18,0,014544328053792318,17,80
19,0,013089977204799652,0,50
19,0,013089977204799652,1,54
19,0,013089977204799652,2,5
19,0,013089977204799652,2,6
19,0,013089977204799652,2,15
19,0,013089977204799652,2,16
19,0,013089977204799652,2,26
19,0,013089977204799652,2,31
19,0,013089977204799652,2,32
19,0,013089977204799652,2,37
19,0,013089977204799652,2,44
19,0,013089977204799652,2,45
19,0,013089977204799652,2,53
19,0,013089977204799652,2,55
19,0,013089977204799652,2,56
19,0,013089977204799652,2,57
19,0,013089977204799652,2,59
19,0,013089977204799652,3,72
19,0,013089977204799652,3,73
19,0,013089977204799652,3,75
19,0,013089977204799652,4,66
19,0,013089977204799652,4,68
19,0,013089977204799652,4,74
19,0,013089977204799652,5,70
19,0,013089977204799652,5,76
19,0,013089977204799652,5,80
19,0,013089977204799652,6,77
19,0,013089977204799652,6,78
19,0,013089977204799652,6,79
19,0,013089977204799652,7,58
19,0,013089977204799652,7,62
19,0,013089977204799652,8,51
19,0,013089977204799652,8,52
19,0,013089977204799652,9,20
19,0,013089977204799652,9,21
19,0,013089977204799652,9,22
19,0,013089977204799652,10,29
19,0,013089977204799652,10,30
19,0,013089977204799652,11,42
19,0,013089977204799652,11,43
19,0,013089977204799652,12,38
19,0,013089977204799652,12,40
19,0,013089977204799652,13,0
19,0,013089977204799652,13,1
19,0,013089977204799652,13,2
19,0,013089977204799652,13,3
19,0,013089977204799652,13,4
19,0,013089977204799652,13,7
19,0,013089977204799652,13,8
19,0,013089977204799652,13,17
19,0,013089977204799652,13,18
19,0,013089977204799652,13,19
19,0,013089977204799652,13,27
19,0,013089977204799652,13,28
19,0,013089977204799652,13,33
19,0,013089977204799652,13,39
19,0,013089977204799652,13,41
19,0,013089977204799652,13,46
19,0,013089977204799652,13,60
19,0,013089977204799652,13,61
19,0,013089977204799652,13,63
19,0,013089977204799652,13,64
19,0,013089977204799652,13,65
19,0,013089977204799652,14,9
19,0,013089977204799652,14,10
19,0,013089977204799652,14,11
19,0,013089977204799652,14,23
19,0,013089977204799652,14,24
19,0,013089977204799652,14,25
19,0,013089977204799652,15,47
19,0,013089977204799652,15,48
19,0,013089977204799652,15,49
19,0,013089977204799652,16,67
19,0,013089977204799652,16,69
19,0,013089977204799652,16,71
19,0,013089977204799652,17,12
19,0,013089977204799652,17,13
19,0,013089977204799652,17,14
19,0,013089977204799652,18,34
19,0,013089977204799652,18,35
19,0,013089977204799652,18,36
20,0,013089969754219055,0,34
20,0,013089969754219055,1,50
20,0,013089969754219055,2,54
20,0,013089969754219055,3,5
20,0,013089969754219055,3,6
20,0,013089969754219055,3,15
20,0,013089969754219055,3,16
20,0,013089969754219055,3,26
20,0,013089969754219055,3,31
20,0,013089969754219055,3,32
20,0,013089969754219055,3,37
20,0,013089969754219055,3,44
20,0,013089969754219055,3,45
20,0,013089969754219055,3,53
20,0,013089969754219055,3,55
20,0,013089969754219055,3,56
20,0,013089969754219055,3,57
20,0,013089969754219055,3,59
20,0,013089969754219055,4,72
20,0,013089969754219055,4,73
20,0,013089969754219055,4,75
20,0,013089969754219055,5,66
20,0,013089969754219055,5,68
20,0,013089969754219055,5,74
20,0,013089969754219055,6,70
20,0,013089969754219055,6,76
20,0,013089969754219055,6,80
20,0,013089969754219055,7,77
20,0,013089969754219055,7,78
20,0,013089969754219055,7,79
20,0,013089969754219055,8,58
20,0,013089969754219055,8,62
20,0,013089969754219055,9,51
20,0,013089969754219055,9,52
20,0,013089969754219055,10,20
20,0,013089969754219055,10,21
20,0,013089969754219055,10,22
20,0,013089969754219055,11,29
20,0,013089969754219055,11,30
20,0,013089969754219055,12,35
20,0,013089969754219055,12,36
20,0,013089969754219055,13,42
20,0,013089969754219055,13,43
20,0,013089969754219055,14,38
20,0,013089969754219055,14,40
20,0,013089969754219055,15,0
20,0,013089969754219055,15,1
20,0,013089969754219055,15,2
20,0,013089969754219055,15,3
20,0,013089969754219055,15,4
20,0,013089969754219055,15,7
20,0,013089969754219055,15,8
20,0,013089969754219055,15,17
20,0,013089969754219055,15,18
20,0,013089969754219055,15,19
20,0,013089969754219055,15,27
20,0,013089969754219055,15,28
20,0,013089969754219055,15,33
20,0,013089969754219055,15,39
20,0,013089969754219055,15,41
20,0,013089969754219055,15,46
20,0,013089969754219055,15,60
20,0,013089969754219055,15,61
20,0,013089969754219055,15,63
20,0,013089969754219055,15,64
20,0,013089969754219055,15,65
20,0,013089969754219055,16,9
20,0,013089969754219055,16,10
20,0,013089969754219055,16,11
20,0,013089969754219055,16,23
20,0,013089969754219055,16,24
20,0,013089969754219055,16,25
20,0,013089969754219055,17,47
20,0,013089969754219055,17,48
20,0,013089969754219055,17,49
20,0,013089969754219055,18,67
20,0,013089969754219055,18,69
20,0,013089969754219055,18,71
20,0,013089969754219055,19,12
20,0,013089969754219055,19,13
20,0,013089969754219055,19,14
21,0,013089895248413086,0,12
21,0,013089895248413086,1,34
21,0,013089895248413086,2,50
21,0,013089895248413086,3,54
21,0,013089895248413086,4,5
21,0,013089895248413086,4,6
21,0,013089895248413086,4,15
21,0,013089895248413086,4,16
21,0,013089895248413086,4,26
21,0,013089895248413086,4,31
21,0,013089895248413086,4,32
21,0,013089895248413086,4,37
21,0,013089895248413086,4,44
21,0,013089895248413086,4,45
21,0,013089895248413086,4,53
21,0,013089895248413086,4,55
21,0,013089895248413086,4,56
21,0,013089895248413086,4,57
21,0,013089895248413086,4,59
21,0,013089895248413086,5,72
21,0,013089895248413086,5,73
21,0,013089895248413086,5,75
21,0,013089895248413086,6,66
21,0,013089895248413086,6,68
21,0,013089895248413086,6,74
21,0,013089895248413086,7,70
21,0,013089895248413086,7,76
21,0,013089895248413086,7,80
21,0,013089895248413086,8,77
21,0,013089895248413086,8,78
21,0,013089895248413086,8,79
21,0,013089895248413086,9,58
21,0,013089895248413086,9,62
21,0,013089895248413086,10,51
21,0,013089895248413086,10,52
21,0,013089895248413086,11,20
21,0,013089895248413086,11,21
21,0,013089895248413086,11,22
21,0,013089895248413086,12,29
21,0,013089895248413086,12,30
21,0,013089895248413086,13,13
21,0,013089895248413086,13,14
21,0,013089895248413086,14,35
21,0,013089895248413086,14,36
21,0,013089895248413086,15,42
21,0,013089895248413086,15,43
21,0,013089895248413086,16,38
21,0,013089895248413086,16,40
21,0,013089895248413086,17,0
21,0,013089895248413086,17,1
21,0,013089895248413086,17,2
21,0,013089895248413086,17,3
21,0,013089895248413086,17,4
21,0,013089895248413086,17,7
21,0,013089895248413086,17,8
21,0,013089895248413086,17,17
21,0,013089895248413086,17,18
21,0,013089895248413086,17,19
21,0,013089895248413086,17,27
21,0,013089895248413086,17,28
21,0,013089895248413086,17,33
21,0,013089895248413086,17,39
21,0,013089895248413086,17,41
21,0,013089895248413086,17,46
21,0,013089895248413086,17,60
21,0,013089895248413086,17,61
21,0,013089895248413086,17,63
21,0,013089895248413086,17,64
21,0,013089895248413086,17,65
21,0,013089895248413086,18,9
21,0,013089895248413086,18,10
21,0,013089895248413086,18,11
21,0,013089895248413086,18,23
21,0,013089895248413086,18,24
21,0,013089895248413086,18,25
21,0,013089895248413086,19,47
21,0,013089895248413086,19,48
21,0,013089895248413086,19,49
21,0,013089895248413086,20,67
21,0,013089895248413086,20,69
21,0,013089895248413086,20,71
22,0,013089895248413086,0,12
22,0,013089895248413086,1,34
22,0,013089895248413086,2,50
22,0,013089895248413086,3,54
22,0,013089895248413086,4,67
22,0,013089895248413086,5,5
22,0,013089895248413086,5,6
22,0,013089895248413086,5,15
22,0,013089895248413086,5,16
22,0,013089895248413086,5,26
22,0,013089895248413086,5,31
22,0,013089895248413086,5,32
22,0,013089895248413086,5,37
22,0,013089895248413086,5,44
22,0,013089895248413086,5,45
22,0,013089895248413086,5,53
22,0,013089895248413086,5,55
22,0,013089895248413086,5,56
22,0,013089895248413086,5,57
22,0,013089895248413086,5,59
22,0,013089895248413086,6,72
22,0,013089895248413086,6,73
22,0,013089895248413086,6,75
22,0,013089895248413086,7,66
22,0,013089895248413086,7,68
22,0,013089895248413086,7,74
22,0,013089895248413086,8,70
22,0,013089895248413086,8,76
22,0,013089895248413086,8,80
22,0,013089895248413086,9,77
22,0,013089895248413086,9,78
22,0,013089895248413086,9,79
22,0,013089895248413086,10,69
22,0,013089895248413086,10,71
22,0,013089895248413086,11,58
22,0,013089895248413086,11,62
22,0,013089895248413086,12,51
22,0,013089895248413086,12,52
22,0,013089895248413086,13,20
22,0,013089895248413086,13,21
22,0,013089895248413086,13,22
22,0,013089895248413086,14,29
22,0,013089895248413086,14,30
22,0,013089895248413086,15,13
22,0,013089895248413086,15,14
22,0,013089895248413086,16,35
22,0,013089895248413086,16,36
22,0,013089895248413086,17,42
22,0,013089895248413086,17,43
22,0,013089895248413086,18,38
22,0,013089895248413086,18,40
22,0,013089895248413086,19,0
22,0,013089895248413086,19,1
22,0,013089895248413086,19,2
22,0,013089895248413086,19,3
22,0,013089895248413086,19,4
22,0,013089895248413086,19,7
22,0,013089895248413086,19,8
22,0,013089895248413086,19,17
22,0,013089895248413086,19,18
22,0,013089895248413086,19,19
22,0,013089895248413086,19,27
22,0,013089895248413086,19,28
22,0,013089895248413086,19,33
22,0,013089895248413086,19,39
22,0,013089895248413086,19,41
22,0,013089895248413086,19,46
22,0,013089895248413086,19,60
22,0,013089895248413086,19,61
22,0,013089895248413086,19,63
22,0,013089895248413086,19,64
22,0,013089895248413086,19,65
22,0,013089895248413086,20,9
22,0,013089895248413086,20,10
22,0,013089895248413086,20,11
22,0,013089895248413086,20,23
22,0,013089895248413086,20,24
22,0,013089895248413086,20,25
22,0,013089895248413086,21,47
22,0,013089895248413086,21,48
22,0,013089895248413086,21,49
23,0,01090831309556961,0,12
23,0,01090831309556961,1,34
23,0,01090831309556961,2,47
23,0,01090831309556961,3,50
23,0,01090831309556961,4,54
23,0,01090831309556961,5,67
23,0,01090831309556961,6,5
23,0,01090831309556961,6,6
23,0,01090831309556961,6,15
23,0,01090831309556961,6,16
23,0,01090831309556961,6,26
23,0,01090831309556961,6,31
23,0,01090831309556961,6,32
23,0,01090831309556961,6,37
23,0,01090831309556961,6,44
23,0,01090831309556961,6,45
23,0,01090831309556961,6,53
23,0,01090831309556961,6,55
23,0,01090831309556961,6,56
23,0,01090831309556961,6,57
23,0,01090831309556961,6,59
23,0,01090831309556961,7,72
23,0,01090831309556961,7,73
23,0,01090831309556961,7,75
23,0,01090831309556961,8,66
23,0,01090831309556961,8,68
23,0,01090831309556961,8,74
23,0,01090831309556961,9,70
23,0,01090831309556961,9,76
23,0,01090831309556961,9,80
23,0,01090831309556961,10,77
23,0,01090831309556961,10,78
23,0,01090831309556961,10,79
23,0,01090831309556961,11,69
23,0,01090831309556961,11,71
23,0,01090831309556961,12,58
23,0,01090831309556961,12,62
23,0,01090831309556961,13,51
23,0,01090831309556961,13,52
23,0,01090831309556961,14,48
23,0,01090831309556961,14,49
23,0,01090831309556961,15,20
23,0,01090831309556961,15,21
23,0,01090831309556961,15,22
23,0,01090831309556961,16,29
23,0,01090831309556961,16,30
23,0,01090831309556961,17,13
23,0,01090831309556961,17,14
23,0,01090831309556961,18,35
23,0,01090831309556961,18,36
23,0,01090831309556961,19,42
23,0,01090831309556961,19,43
23,0,01090831309556961,20,38
23,0,01090831309556961,20,40
23,0,01090831309556961,21,0
23,0,01090831309556961,21,1
23,0,01090831309556961,21,2
23,0,01090831309556961,21,3
23,0,01090831309556961,21,4
23,0,01090831309556961,21,7
23,0,01090831309556961,21,8
23,0,01090831309556961,21,17
23,0,01090831309556961,21,18
23,0,01090831309556961,21,19
23,0,01090831309556961,21,27
23,0,01090831309556961,21,28
23,0,01090831309556961,21,33
23,0,01090831309556961,21,39
23,0,01090831309556961,21,41
23,0,01090831309556961,21,46
23,0,01090831309556961,21,60
23,0,01090831309556961,21,61
23,0,01090831309556961,21,63
23,0,01090831309556961,21,64
23,0,01090831309556961,21,65
23,0,01090831309556961,22,9
23,0,01090831309556961,22,10
